(openpowerlifting-py3.10) ➜  openpowerlifting git:(main) ✗ python trainingstarcoder.py --max_steps 5000 --resume_from_checkpoint finetune_starcoder2/checkpoint-1000

^[[A^[[Atrainable params: 151369728 || all params: 1591200768 || trainable%: 9.5129245186488
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/huggingface_hub/utils/_deprecation.py:100: FutureWarning: Deprecated argument(s) used in '__init__': max_seq_length, dataset_text_field. Will not be supported from version '1.0.0'.

Deprecated positional argument(s) used in SFTTrainer, please use the SFTConfig to set these arguments instead.
  warnings.warn(message, FutureWarning)
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/transformers/training_args.py:1965: FutureWarning: `--push_to_hub_token` is deprecated and will be removed in version 5 of 🤗 Transformers. Use `--hub_token` instead.
  warnings.warn(
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/transformers/training_args.py:1965: FutureWarning: `--push_to_hub_token` is deprecated and will be removed in version 5 of 🤗 Transformers. Use `--hub_token` instead.
  warnings.warn(
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/trl/trainer/sft_trainer.py:269: UserWarning: You passed a `max_seq_length` argument to the SFTTrainer, the value you passed will override the one in the `SFTConfig`.
  warnings.warn(
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/trl/trainer/sft_trainer.py:307: UserWarning: You passed a `dataset_text_field` argument to the SFTTrainer, the value you passed will override the one in the `SFTConfig`.
  warnings.warn(
Training...
wandb: (1) Create a W&B account
wandb: (2) Use an existing W&B account
wandb: (3) Don't visualize my results
wandb: Enter your choice: 3
wandb: WARNING Invalid choice
wandb: Enter your choice: 3
wandb: You chose "Don't visualize my results"
wandb: Tracking run with wandb version 0.17.1
wandb: W&B syncing is set to `offline` in this directory.  
wandb: Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
wandb: WARNING URL not available in offline run
{'loss': 2.9314, 'grad_norm': 0.3426077663898468, 'learning_rate': 2e-05, 'epoch': 0.004}
 create mode 100644 finetune_starcoder2/checkpoint-4000/training_args.bin
 create mode 100644 finetune_starcoder2/checkpoint-4000/vocab.json
 create mode 100644 finetune_starcoder2/checkpoint-4500/README.md
 create mode 100644 finetune_starcoder2/checkpoint-4500/adapter_config.json
 create mode 100644 finetune_starcoder2/checkpoint-4500/adapter_model.safetensors
 create mode 100644 finetune_starcoder2/checkpoint-4500/merges.txt
 create mode 100644 finetune_starcoder2/checkpoint-4500/optimizer.pt
 create mode 100644 finetune_starcoder2/checkpoint-4500/rng_state.pth
 create mode 100644 finetune_starcoder2/checkpoint-4500/scheduler.pt
 create mode 100644 finetune_starcoder2/checkpoint-4500/special_tokens_map.json
 create mode 100644 finetune_starcoder2/checkpoint-4500/tokenizer.json
 create mode 100644 finetune_starcoder2/checkpoint-4500/tokenizer_config.json
 create mode 100644 finetune_starcoder2/checkpoint-4500/trainer_state.json
 create mode 100644 finetune_starcoder2/checkpoint-4500/training_args.bin
 create mode 100644 finetune_starcoder2/checkpoint-4500/vocab.json
 create mode 100644 finetune_starcoder2/checkpoint-5000/README.md
 create mode 100644 finetune_starcoder2/checkpoint-5000/adapter_config.json
 create mode 100644 finetune_starcoder2/checkpoint-5000/adapter_model.safetensors
 create mode 100644 finetune_starcoder2/checkpoint-5000/merges.txt
 create mode 100644 finetune_starcoder2/checkpoint-5000/optimizer.pt
 create mode 100644 finetune_starcoder2/checkpoint-5000/rng_state.pth
 create mode 100644 finetune_starcoder2/checkpoint-5000/scheduler.pt
 create mode 100644 finetune_starcoder2/checkpoint-5000/special_tokens_map.json
 create mode 100644 finetune_starcoder2/checkpoint-5000/tokenizer.json
 create mode 100644 finetune_starcoder2/checkpoint-5000/tokenizer_config.json
 create mode 100644 finetune_starcoder2/checkpoint-5000/trainer_state.json
 create mode 100644 finetune_starcoder2/checkpoint-5000/training_args.bin
 create mode 100644 finetune_starcoder2/checkpoint-5000/vocab.json
 delete mode 100644 finetune_starcoder2/runs/Jun18_10-58-27_68c53361b108/events.out.tfevents.1718708485.68c53361b108.1095.0
 delete mode 100644 inference.ipynb
 create mode 100644 training.log
 create mode 100644 wandb/offline-run-20240618_144504-vreyvyz7/files/wandb-summary.json
(openpowerlifting-py3.10) ➜  openpowerlifting git:(main) git push origin main
Enumerating objects: 97, done.
Counting objects: 100% (97/97), done.
Delta compression using up to 16 threads
Compressing objects: 100% (75/75), done.
Writing objects: 100% (76/76), 239.49 MiB | 14.63 MiB/s, done.
Total 76 (delta 45), reused 0 (delta 0), pack-reused 0
remote: Resolving deltas: 100% (45/45), completed with 9 local objects.
To https://github.com/tonymoszuti/openpowerlifting.git
   14979fc..d5e88f4  main -> main
(openpowerlifting-py3.10) ➜  openpowerlifting git:(main) git status
On branch main
Your branch is up to date with 'origin/main'.

nothing to commit, working tree clean
